,source,target,weight
2869,1409,97,1
2870,1409,1064,8
2871,1409,918,28
2872,1409,1808,2
2873,1409,380,12
2874,1409,1463,6
2875,1409,1162,17
2876,1409,43,1
2877,1409,544,10
2878,1409,1108,1
2879,1409,752,1
2880,1409,498,5
2881,1409,1173,6
2882,1409,683,1
2883,1409,13,1
2884,1409,865,2
2885,1409,1057,42
2886,1409,1105,1
2887,1409,669,1
2888,1409,1861,20
2889,1409,1265,6
2890,1409,423,2
2891,1409,783,6
2892,1409,1838,10
2893,1409,1211,1
2894,1409,475,9
2895,1409,1766,77
2896,1409,1331,1
2897,1409,774,7
2898,1409,1550,1
2899,1409,1703,2
2900,1409,381,2
2901,1409,1742,23
2902,1409,1182,4
2903,1409,203,1
2904,1409,1824,2
2905,1409,1761,4
2906,1454,1454,1
2907,1351,1340,1
2908,206,1034,1
2909,206,1665,1
2910,206,54,1
2911,1713,918,9
2912,1713,380,1
2913,1713,1343,4
2914,1713,611,2
2915,1713,43,1
2916,1713,544,6
2917,1713,1108,20
2918,1713,1469,2
2919,1713,374,4
2920,1713,1388,5
2921,1713,498,5
2922,1713,1276,1
2923,1713,1057,69
2924,1713,1105,2
2925,1713,1409,3
2926,1713,1713,1
2927,1713,1861,6
2928,1713,783,3
2929,1713,1838,1
2930,1713,475,1
2931,1713,1331,7
2932,1713,564,2
2933,1713,1742,3
2934,1713,1182,3
2935,1713,1145,2
2936,1713,1761,4
2937,439,1742,1
2938,72,936,1
2939,72,1546,2
2940,72,432,1
2941,1776,1742,1
2942,1750,912,117
2943,1750,1546,10
2944,1750,419,3
2945,1750,1742,6
2946,36,912,2
2947,36,1546,4
2948,36,730,1
2949,36,1331,2
2950,36,11,1
2951,1535,1546,1
2952,1023,1546,1
2953,1406,1576,2
2954,1202,507,4
2955,1798,1742,24
2956,1448,1331,3
2957,1448,1742,2
2958,669,1162,1
2959,669,1108,4
2960,669,1057,38
2961,669,783,1
2962,669,32,1
2963,669,203,1
2964,940,419,1
2965,940,1819,1
2966,1825,1546,1
2967,844,228,1
2968,638,395,1
2969,638,786,2
2970,638,164,2
2971,638,257,5
2972,638,912,4
2973,638,822,4
2974,638,304,1
2975,638,1786,3
2976,638,1433,2
2977,638,1546,13
2978,638,1708,2
2979,638,258,1
2980,638,1382,3
2981,638,649,1
2982,638,192,1
2983,638,99,2
2984,638,638,7
2985,638,1510,5
2986,638,419,40
2987,638,1191,20
2988,638,1700,4
2989,638,799,6
2990,638,442,5
2991,638,1890,5
2992,638,54,22
2993,638,1181,7
2994,638,242,3
2995,638,660,5
2996,638,722,1
2997,638,1410,3
2998,772,218,1
2999,772,772,1
3000,772,419,1
3001,772,768,1
3002,170,699,1
3003,170,475,1
3004,265,1546,1
3005,187,829,1
3006,915,1546,1
3007,64,1742,1
3008,846,1576,1
3009,962,1546,6
3010,1065,1546,1
3011,130,1072,60
3012,130,1581,12
3013,1117,1181,1
3014,1247,507,1
3015,729,1756,466
3016,653,1742,1
3017,1855,918,2
3018,1855,1463,1
3019,1855,1727,1
3020,1855,1162,1
3021,1855,43,1
3022,1855,544,4
3023,1855,1108,16
3024,1855,374,2
3025,1855,1388,2
3026,1855,1276,3
3027,1855,683,2
3028,1855,1057,66
3029,1855,1105,1
3030,1855,669,8
3031,1855,1855,1
3032,1855,1861,1
3033,1855,1265,1
3034,1855,1331,8
3035,1855,564,2
3036,1855,830,1
3037,1855,1182,6
3038,1855,203,3
3039,1855,1145,2
3040,1855,1761,5
3041,1744,1583,1
3042,1744,1781,2
3043,1744,587,1
3044,1744,1176,1
3045,1744,574,2
3046,1744,261,2
3047,1744,1546,11
3048,1744,1708,3
3049,1744,1326,1
3050,1744,1483,2
3051,1744,258,1
3052,1744,195,1
3053,1744,649,1
3054,1744,638,2
3055,1744,1500,3
3056,1744,983,3
3057,1744,419,11
3058,1744,1191,119
3059,1744,799,2
3060,1744,811,1
3061,1744,442,1
3062,1744,1683,1
3063,1744,111,1
3064,1744,243,1
3065,1744,1140,7
3066,1744,1611,1
3067,1744,1086,2
3068,1744,660,1
3069,1744,1007,26
3070,1744,491,1
3071,1744,1816,51
3072,1744,1869,4
3073,1744,1773,1
3074,217,1546,1
3075,305,1546,3
3076,897,1546,1
3077,818,1673,1
3078,554,228,1
3079,1752,1576,2
3080,1647,1546,1
3081,921,228,1
3082,1861,1827,37
3083,1861,97,1
3084,1861,1064,29
3085,1861,918,66
3086,1861,246,2
3087,1861,1808,6
3088,1861,172,1
3089,1861,380,3
3090,1861,1463,12
3091,1861,23,9
3092,1861,90,1
3093,1861,1162,81
3094,1861,1540,2
3095,1861,43,1
3096,1861,1025,1
3097,1861,544,3
3098,1861,759,1
3099,1861,1108,6
3100,1861,1469,2
3101,1861,1388,1
3102,1861,498,4
3103,1861,1173,4
3104,1861,1276,3
3105,1861,1723,1
3106,1861,1468,4
3107,1861,865,6
3108,1861,1057,94
3109,1861,1409,18
3110,1861,1713,1
3111,1861,1265,8
3112,1861,423,3
3113,1861,783,19
3114,1861,1838,13
3115,1861,475,17
3116,1861,1850,1
3117,1861,911,1
3118,1861,1766,53
3119,1861,1331,8
3120,1861,1770,1
3121,1861,774,26
3122,1861,830,2
3123,1861,19,5
3124,1861,1703,2
3125,1861,381,2
3126,1861,144,1
3127,1861,1357,1
3128,1861,1742,81
3129,1861,887,2
3130,1861,32,16
3131,1861,1182,2
3132,1861,203,21
3133,1861,661,1
3134,1861,1761,7
3135,1861,763,1
3136,510,1742,3
3137,152,1581,2
3138,407,1546,1
3139,31,257,2
3140,1739,1546,1
3141,917,1072,2
3142,917,1273,1
3143,917,1546,7
3144,917,649,1
3145,917,419,14
3146,1398,1398,1
3147,904,1572,4
3148,904,363,4
3149,904,1774,4
3150,881,1273,2
3151,1151,1072,30
3152,553,1742,2
3153,553,484,1
3154,730,1827,1
3155,730,918,2
3156,730,257,1
3157,730,742,1
3158,730,1546,2
3159,730,36,2
3160,730,563,5
3161,730,730,2
3162,730,1742,2
3163,1399,1546,2
3164,500,1827,1
3165,500,1641,2
3166,500,918,1
3167,500,1662,1
3168,500,1601,1
3169,500,1162,2
3170,500,497,3
3171,500,544,1
3172,500,157,3
3173,500,1640,1
3174,500,1708,2
3175,500,323,6
3176,500,843,7
3177,500,764,10
3178,500,1468,2
3179,500,190,3
3180,500,635,1
3181,500,1703,1
3182,500,1742,13
3183,500,335,1
3184,500,1446,7
3185,500,543,3
3186,916,706,1
3187,604,604,1
3188,124,1,2
3189,390,390,1
3190,390,381,6
3191,390,1742,5
3192,390,1581,2
3193,874,1546,1
3194,454,419,4
3195,1510,1635,1
3196,1510,587,1
3197,1510,257,13
3198,1510,822,3
3199,1510,1546,7
3200,1510,1708,1
3201,1510,1468,3
3202,1510,419,6
3203,1510,799,1
3204,1510,660,1
3205,1279,1742,2
3206,1265,1840,24
3207,1265,1827,37
3208,1265,379,24
3209,1265,918,46
3210,1265,596,24
3211,1265,1662,24
3212,1265,252,24
3213,1265,389,24
3214,1265,1459,24
3215,1265,380,10
3216,1265,23,28
3217,1265,637,24
3218,1265,1162,59
3219,1265,544,32
3220,1265,901,24
3221,1265,304,24
3222,1265,1469,24
3223,1265,1388,24
3224,1265,752,24
3225,1265,1708,24
3226,1265,620,3
3227,1265,937,24
3228,1265,282,24
3229,1265,1321,24
3230,1265,1090,24
3231,1265,13,24
3232,1265,1034,24
3233,1265,1468,24
3234,1265,1875,2
3235,1265,1506,1
3236,1265,156,24
3237,1265,1057,36
3238,1265,84,1
3239,1265,1409,42
3240,1265,817,24
3241,1265,1861,19
3242,1265,730,24
3243,1265,1265,75
3244,1265,190,24
3245,1265,423,24
3246,1265,783,25
3247,1265,1838,10
3248,1265,475,37
3249,1265,431,24
3250,1265,419,24
3251,1265,45,29
3252,1265,1850,24
3253,1265,1616,24
3254,1265,1766,53
3255,1265,1547,24
3256,1265,1331,30
3257,1265,1325,24
3258,1265,389,24
3259,1265,19,9
3260,1265,517,24
3261,1265,1703,3
3262,1265,381,24
3263,1265,1357,24
3264,1265,1146,24
3265,1265,1742,72
3266,1265,113,24
3267,1265,1224,24
3268,1265,22,24
3269,1265,1182,4
3270,1265,203,47
3271,1265,247,24
3272,1265,1432,3
3273,1265,1761,33
3274,190,1624,3
3275,190,1641,3
3276,190,143,1
3277,190,389,1
3278,190,1459,1
3279,190,1162,8
3280,190,497,5
3281,190,1546,1
3282,190,323,11
3283,190,1205,1
3284,190,764,11
3285,190,1468,1
3286,190,500,2
3287,190,784,1
3288,190,389,1
3289,190,1703,7
3290,190,381,5
3291,190,1742,44
3292,190,79,4
3293,190,1793,2
3294,190,996,2
3295,190,1283,1
3296,1089,257,2
3297,1397,356,4
3298,1397,929,3
3299,1397,1662,3
3300,1397,752,4
3301,1397,1546,14
3302,1397,37,3
3303,1397,282,4
3304,1397,638,10
3305,1397,1656,3
3306,1397,138,8
3307,1397,475,2
3308,1397,431,1
3309,1397,419,12
3310,1397,1616,1
3311,1397,1529,4
3312,1397,832,1
3313,1397,1890,6
3314,1397,1567,4
3315,1397,1742,8
3316,1397,1439,4
3317,65,1546,1
3318,167,1072,2
3319,167,419,9
3320,1312,1744,2
3321,1312,1191,2
3322,1615,1162,1
3323,1615,612,1
3324,1615,1581,1
3325,423,1641,1
3326,423,918,1
3327,423,1162,2
3328,423,1469,3
3329,423,826,1
3330,423,1057,4
3331,423,1409,2
3332,423,1861,3
3333,423,1265,2
3334,423,1838,1
3335,423,475,2
3336,423,19,2
3337,423,1703,3
3338,423,927,2
3339,423,381,4
3340,423,1742,12
3341,423,658,1
3342,423,1793,1
3343,495,1742,1
3344,1579,1546,2
3345,493,912,1
3346,493,1576,1
3347,652,1072,5
3348,427,1742,1
3349,783,1827,5
3350,783,1858,1
3351,783,97,1
3352,783,1641,5
3353,783,918,20
3354,783,1662,2
3355,783,389,2
3356,783,172,1
3357,783,380,2
3358,783,1463,2
3359,783,23,1
3360,783,632,1
3361,783,90,2
3362,783,1162,23
3363,783,1540,1
3364,783,544,2
3365,783,1108,4
3366,783,1469,6
3367,783,1426,1
3368,783,1388,5
3369,783,752,2
3370,783,498,3
3371,783,1173,2
3372,783,1276,1
3373,783,1723,5
3374,783,29,1
3375,783,156,1
3376,783,1057,24
3377,783,1409,4
3378,783,1713,1
3379,783,1855,1
3380,783,1861,16
3381,783,1838,3
3382,783,475,3
3383,783,102,1
3384,783,45,2
3385,783,1850,2
3386,783,1766,16
3387,783,1331,6
3388,783,389,2
3389,783,19,1
3390,783,1357,5
3391,783,1742,28
3392,783,32,11
3393,783,1793,1
3394,783,1182,4
3395,783,203,1
3396,783,996,3
3397,783,1761,4
3398,1838,1827,15
3399,1838,1858,1
3400,1838,97,2
3401,1838,918,43
3402,1838,380,14
3403,1838,1343,1
3404,1838,1162,46
3405,1838,1515,2
3406,1838,544,7
3407,1838,1108,2
3408,1838,374,1
3409,1838,498,1
3410,1838,1276,2
3411,1838,683,1
3412,1838,1321,2
3413,1838,1090,1
3414,1838,1057,50
3415,1838,1105,1
3416,1838,1409,6
3417,1838,1713,1
3418,1838,1861,21
3419,1838,1265,6
3420,1838,783,1
3421,1838,1838,7
3422,1838,1211,3
3423,1838,475,13
3424,1838,45,1
3425,1838,1766,28
3426,1838,1331,11
3427,1838,398,3
3428,1838,990,1
3429,1838,830,1
3430,1838,19,37
3431,1838,1703,5
3432,1838,1742,63
3433,1838,32,2
3434,1838,1182,10
3435,1838,203,2
3436,1838,996,1
3437,1838,1761,8
3438,1838,1653,2
3439,1342,1546,1
3440,1500,587,3
3441,1500,257,7
3442,1500,308,3
3443,1500,822,3
3444,1500,146,8
3445,1500,1786,3
3446,1500,1546,30
3447,1500,411,3
3448,1500,638,6
3449,1500,1744,2
3450,1500,1510,3
3451,1500,796,3
3452,1500,419,6
3453,1500,1191,13
3454,1500,903,3
3455,1500,799,3
3456,1500,1683,2
3457,1500,1890,3
3458,1500,861,1
3459,1500,1181,4
3460,1500,660,6
3461,1701,419,2
3462,1701,1683,3
3463,1316,1,1
3464,1508,228,1
3465,1085,1675,1
3466,486,1546,1
3467,1137,764,1
3468,1137,475,2
3469,77,1546,1
3470,134,1072,1
3471,134,419,1
3472,134,1181,1
3473,134,660,2
3474,1585,1585,1
3475,336,1072,11
3476,336,1273,13
3477,336,1334,3
3478,336,76,6
3479,336,1492,3
3480,336,475,1
3481,336,1191,3
3482,336,507,2
3483,336,1742,1
3484,336,1581,5
3485,336,1208,2
3486,761,419,1
3487,1350,1191,1
3488,401,1273,1
3489,401,912,3
3490,401,1581,1
3491,401,1816,1
3492,972,1546,1
3493,1646,822,2
3494,1646,1744,2
3495,1646,1191,3
3496,1646,491,1
3497,1573,1273,17
3498,1573,1546,4
3499,1573,1816,9
3500,1561,288,1
3501,1561,1072,1
3502,1561,1742,1
3503,879,1816,2
3504,87,1708,1
3505,87,784,1
3506,87,1742,3
3507,399,228,1
3508,399,1546,2
3509,399,1816,6
3510,452,1546,1
3511,452,1830,6
3512,1348,1546,1
3513,1127,1127,15
3514,613,1850,2
3515,613,1742,2
3516,613,734,12
3517,138,1616,1
3518,475,1840,2
3519,475,1827,7
3520,475,1624,1
3521,475,97,1
3522,475,379,2
3523,475,279,1
3524,475,918,32
3525,475,596,2
3526,475,1662,3
3527,475,252,3
3528,475,143,1
3529,475,389,3
3530,475,1459,5
3531,475,380,2
3532,475,23,4
3533,475,1242,3
3534,475,637,2
3535,475,699,2
3536,475,1162,48
3537,475,544,10
3538,475,825,8
3539,475,901,2
3540,475,759,1
3541,475,1564,2
3542,475,304,2
3543,475,1469,3
3544,475,1640,2
3545,475,885,2
3546,475,1388,6
3547,475,752,2
3548,475,1708,6
3549,475,620,1
3550,475,937,2
3551,475,282,2
3552,475,1321,2
3553,475,1874,2
3554,475,1090,3
3555,475,764,3
3556,475,13,2
3557,475,1034,2
3558,475,1468,2
3559,475,1586,1
3560,475,156,3
3561,475,1057,23
3562,475,524,1
3563,475,84,1
3564,475,1409,16
3565,475,817,2
3566,475,170,1
3567,475,1861,23
3568,475,730,2
3569,475,1265,10
3570,475,190,2
3571,475,1397,4
3572,475,423,2
3573,475,783,7
3574,475,1838,19
3575,475,1211,9
3576,475,1137,2
3577,475,475,60
3578,475,431,3
3579,475,419,2
3580,475,45,5
3581,475,1850,3
3582,475,911,1
3583,475,1616,2
3584,475,1766,50
3585,475,1547,2
3586,475,1331,19
3587,475,1325,2
3588,475,489,1
3589,475,445,3
3590,475,558,1
3591,475,990,1
3592,475,389,3
3593,475,11,2
3594,475,583,1
3595,475,19,23
3596,475,517,2
3597,475,1703,3
3598,475,140,1
3599,475,67,1
3600,475,381,2
3601,475,430,3
3602,475,1357,2
3603,475,1146,2
3604,475,1742,165
3605,475,113,3
3606,475,1224,2
3607,475,165,1
3608,475,660,1
3609,475,22,4
3610,475,387,3
3611,475,1182,1
3612,475,203,18
3613,475,996,3
3614,475,247,2
3615,475,1761,19
3616,850,1191,1
3617,1563,1742,1
3618,1143,1581,1
3619,1330,932,1
3620,1330,1581,1
3621,1121,257,1
3622,1121,507,1
3623,1121,216,1
3624,983,1744,2
3625,431,356,2
3626,431,929,1
3627,431,1662,5
3628,431,752,3
3629,431,282,2
3630,431,1090,2
3631,431,475,1
3632,431,1616,2
3633,431,1547,3
3634,431,1331,1
3635,431,489,1
3636,431,1890,4
3637,431,381,2
3638,431,1643,2
3639,431,585,1
3640,431,1742,22
3641,1847,1,2
3642,1847,1742,3
3643,784,1624,1
3644,784,298,1
3645,784,637,2
3646,784,1519,1
3647,784,323,3
3648,784,33,1
3649,784,190,1
3650,784,87,1
3651,784,1048,1
3652,784,1742,1
3653,784,1581,2
3654,1030,228,1
3655,419,332,7
3656,419,1641,4
3657,419,459,2
3658,419,1662,1
3659,419,1407,5
3660,419,587,9
3661,419,1621,4
3662,419,1097,2
3663,419,1459,1
3664,419,1372,3
3665,419,257,8
3666,419,1162,1
3667,419,342,1
3668,419,1813,2
3669,419,912,4
3670,419,822,97
3671,419,304,10
3672,419,1469,3
3673,419,146,1
3674,419,1095,1
3675,419,1426,2
3676,419,1433,5
3677,419,542,3
3678,419,1748,8
3679,419,1300,1
3680,419,1546,92
3681,419,1106,1
3682,419,1237,1
3683,419,271,3
3684,419,1566,2
3685,419,1483,1
3686,419,13,1
3687,419,1468,11
3688,419,1369,4
3689,419,649,14
3690,419,1820,6
3691,419,192,1
3692,419,829,4
3693,419,680,1
3694,419,1103,2
3695,419,956,1
3696,419,998,1
3697,419,638,24
3698,419,1744,8
3699,419,305,1
3700,419,917,1
3701,419,454,1
3702,419,1510,3
3703,419,1397,2
3704,419,167,9
3705,419,1500,3
3706,419,1701,1
3707,419,134,1
3708,419,1191,60
3709,419,852,2
3710,419,1850,2
3711,419,799,47
3712,419,1390,1
3713,419,1683,16
3714,419,91,3
3715,419,166,1
3716,419,1171,7
3717,419,703,2
3718,419,1721,1
3719,419,910,3
3720,419,1890,15
3721,419,381,1
3722,419,507,2
3723,419,861,5
3724,419,913,3
3725,419,144,1
3726,419,992,2
3727,419,1742,1
3728,419,54,76
3729,419,780,1
3730,419,1181,29
3731,419,1651,1
3732,419,660,23
3733,419,183,2
3734,419,1785,4
3735,419,870,1
3736,419,1749,5
3737,1054,1546,1
3738,1041,419,1
3739,285,1546,1
3740,682,918,1
3741,281,1742,4
3742,768,772,1
3743,954,674,5
3744,954,1072,161
3745,954,1844,75
3746,954,1038,1
3747,954,228,5
3748,954,1569,5
3749,954,1273,156
3750,954,1645,3
3751,954,975,5
3752,954,1334,75
3753,954,76,79
3754,954,1433,5
3755,954,1546,6
3756,954,1106,69
3757,954,227,5
3758,954,1744,40
3759,954,917,5
3760,954,399,31
3761,954,419,6
3762,954,1191,6
3763,954,1289,5
3764,954,1476,12
3765,954,709,1
3766,954,910,5
3767,954,416,6
3768,954,1816,39
3769,954,1208,43
3770,1818,1072,1
3771,672,1581,1
3772,1191,1730,1
3773,1191,1001,4
3774,1191,676,9
3775,1191,1583,1
3776,1191,1039,1
3777,1191,1781,3
3778,1191,859,2
3779,1191,98,2
3780,1191,786,1
3781,1191,587,11
3782,1191,788,2
3783,1191,1059,2
3784,1191,674,6
3785,1191,1176,5
3786,1191,257,4
3787,1191,364,4
3788,1191,574,1
3789,1191,1414,1
3790,1191,34,1
3791,1191,1038,2
3792,1191,308,2
3793,1191,270,5
3794,1191,909,4
3795,1191,1732,1
3796,1191,822,69
3797,1191,146,20
3798,1191,261,3
3799,1191,1786,4
3800,1191,1433,18
3801,1191,503,5
3802,1191,120,1
3803,1191,1546,95
3804,1191,1708,7
3805,1191,1580,2
3806,1191,1119,2
3807,1191,714,1
3808,1191,227,1
3809,1191,1326,12
3810,1191,1545,2
3811,1191,393,6
3812,1191,800,5
3813,1191,1483,2
3814,1191,1034,5
3815,1191,258,3
3816,1191,619,2
3817,1191,114,6
3818,1191,649,21
3819,1191,1598,1
3820,1191,638,15
3821,1191,1096,1
3822,1191,472,2
3823,1191,1744,167
3824,1191,1510,3
3825,1191,1312,2
3826,1191,1500,10
3827,1191,1532,2
3828,1191,1350,2
3829,1191,1646,2
3830,1191,1573,1
3831,1191,850,3
3832,1191,419,132
3833,1191,1191,11
3834,1191,1423,4
3835,1191,914,10
3836,1191,799,22
3837,1191,1289,29
3838,1191,400,1
3839,1191,908,3
3840,1191,442,2
3841,1191,111,4
3842,1191,137,2
3843,1191,1628,2
3844,1191,816,1
3845,1191,839,1
3846,1191,210,2
3847,1191,610,2
3848,1191,1890,6
3849,1191,1438,1
3850,1191,1080,1
3851,1191,1140,5
3852,1191,726,1
3853,1191,1568,2
3854,1191,54,5
3855,1191,1611,1
3856,1191,1181,27
3857,1191,1352,1
3858,1191,660,26
3859,1191,1007,10
3860,1191,1424,2
3861,1191,1869,4
3862,1191,1773,2
3863,1700,638,4
3864,582,1546,1
3865,852,1072,4
3866,852,1546,9
3867,852,419,1
3868,852,1191,3
3869,852,660,2
3870,815,1581,1
3871,461,1546,1
3872,1455,257,1
3873,1767,228,2
3874,12,1662,2
3875,12,1742,3
3876,769,419,3
3877,136,257,2
3878,1876,1072,1
3879,1660,1546,1
3880,1423,1641,6
3881,1423,1621,4
3882,1423,822,2
3883,1423,304,6
3884,1423,1433,6
3885,1423,190,1
3886,1423,1191,2
3887,1423,1850,6
3888,1324,1581,1
3889,1277,1072,1
3890,1277,1546,2
3891,1277,419,1
3892,1804,646,1
3893,1850,1641,2
3894,1850,918,3
3895,1850,678,1
3896,1850,1662,4
3897,1850,1746,2
3898,1850,389,3
3899,1850,632,1
3900,1850,1162,1
3901,1850,759,1
3902,1850,304,1
3903,1850,1469,3
3904,1850,752,3
3905,1850,1546,1
3906,1850,29,2
3907,1850,1090,3
3908,1850,1830,5
3909,1850,730,3
3910,1850,783,5
3911,1850,475,1
3912,1850,431,2
3913,1850,419,1
3914,1850,1547,2
3915,1850,389,3
3916,1850,381,3
3917,1850,144,5
3918,1850,1742,20
3919,1850,734,17
3920,1850,1793,1
3921,799,1827,1
3922,799,786,1
3923,799,587,2
3924,799,1459,2
3925,799,257,9
3926,799,528,3
3927,799,912,92
3928,799,822,14
3929,799,146,21
3930,799,394,2
3931,799,1786,3
3932,799,1433,1
3933,799,752,1
3934,799,1546,53
3935,799,1708,7
3936,799,1468,8
3937,799,649,3
3938,799,411,3
3939,799,638,8
3940,799,1744,3
3941,799,1510,4
3942,799,1500,2
3943,799,419,107
3944,799,1191,20
3945,799,903,3
3946,799,799,3
3947,799,1262,2
3948,799,442,1
3949,799,1890,3
3950,799,994,1
3951,799,54,12
3952,799,1224,2
3953,799,1181,7
3954,799,242,3
3955,799,660,13
3956,799,1592,1
3957,799,1410,2
3958,1291,1546,1
3959,181,1576,1
3960,1616,380,4
3961,1616,1546,1
3962,1616,1397,1
3963,1616,431,2
3964,1616,1890,3
3965,1142,1546,1
3966,1787,912,1
3967,1787,369,1
3968,1170,1387,1
3969,1076,1546,2
3970,790,676,1
3971,1547,431,5
3972,1547,1850,1
3973,1547,1331,11
3974,1547,11,2
3975,1547,1742,20
3976,687,910,1
3977,1289,674,4
3978,1289,1062,4
3979,1289,975,4
3980,1289,1433,5
3981,1289,1546,2
3982,1289,865,1
3983,1289,730,1
3984,1289,1191,33
3985,1289,660,7
3986,1331,1624,2
3987,1331,918,74
3988,1331,586,3
3989,1331,246,2
3990,1331,1608,1
3991,1331,1662,2
3992,1331,222,5
3993,1331,172,5
3994,1331,380,6
3995,1331,1463,17
3996,1331,58,9
3997,1331,1851,1
3998,1331,90,6
3999,1331,1162,108
4000,1331,1515,1
4001,1331,544,3
4002,1331,825,1
4003,1331,1252,1
4004,1331,1435,2
4005,1331,1358,1
4006,1331,1497,2
4007,1331,474,1
4008,1331,1108,1
4009,1331,1582,1
4010,1331,723,3
4011,1331,1388,2
4012,1331,1494,1
4013,1331,295,5
4014,1331,1173,1
4015,1331,1708,11
4016,1331,812,2
4017,1331,151,2
4018,1331,1125,2
4019,1331,1468,12
4020,1331,1506,5
4021,1331,684,5
4022,1331,655,3
4023,1331,1057,84
4024,1331,1409,1
4025,1331,1713,2
4026,1331,1448,2
4027,1331,1855,1
4028,1331,1861,6
4029,1331,1265,5
4030,1331,1112,1
4031,1331,783,5
4032,1331,1838,7
4033,1331,255,3
4034,1331,475,18
4035,1331,431,1
4036,1331,1547,6
4037,1331,1770,5
4038,1331,629,2
4039,1331,830,2
4040,1331,675,1
4041,1331,11,4
4042,1331,19,13
4043,1331,1703,81
4044,1331,1293,1
4045,1331,700,1
4046,1331,529,2
4047,1331,1742,195
4048,1331,54,5
4049,1331,32,1
4050,1331,608,5
4051,1331,1182,4
4052,1331,319,1
4053,1331,484,2
4054,1331,310,1
4055,1331,1206,1
4056,1331,1653,2
4057,1331,1361,3
4058,908,1191,3
4059,564,43,1
4060,564,1108,1
4061,564,1057,16
4062,564,1195,1
4063,1667,1576,44
4064,662,1546,1
4065,924,1546,1
4066,189,1546,1
4067,442,1641,3
4068,442,786,3
4069,442,1621,2
4070,442,912,3
4071,442,304,3
4072,442,1433,4
4073,442,1546,3
4074,442,638,7
4075,442,190,1
4076,442,1191,3
4077,442,1850,3
4078,442,799,1
4079,1431,1431,1
4080,745,1742,1
4081,262,1742,1
4082,1172,1742,2
4083,666,1742,3
4084,1683,822,3
4085,1683,146,2
4086,1683,1546,13
4087,1683,1744,2
4088,1683,1500,3
4089,1683,1701,2
4090,1683,419,27
4091,1683,1191,3
4092,215,822,1
4093,1160,1742,3
4094,1557,1827,1
4095,1557,1662,1
4096,1557,1565,1
4097,1557,544,1
4098,1557,1562,1
4099,1557,1379,1
4100,1557,1742,3
4101,876,1581,1
4102,774,1064,51
4103,774,918,7
4104,774,1808,1
4105,774,23,1
4106,774,632,1
4107,774,551,2
4108,774,1162,2
4109,774,1025,1
4110,774,1469,2
4111,774,1546,3
4112,774,1363,2
4113,774,865,10
4114,774,1057,1
4115,774,1409,4
4116,774,1861,4
4117,774,774,1
4118,774,1742,3
4119,774,1061,1
4120,774,203,8
4121,774,1761,3
4122,629,1331,1
4123,629,648,1
4124,629,1742,1
4125,1789,228,1
4126,1789,1192,1
4127,1789,822,1
4128,1789,1816,1
4129,1550,918,1
4130,1550,1469,1
4131,1550,498,1
4132,1550,1173,1
4133,1550,1742,1
4134,955,1273,1
4135,1644,1742,1
4136,1139,974,1
4137,1769,1546,1
4138,1603,228,1
4139,1177,1680,1
4140,489,1386,1
4141,489,1742,1
4142,1819,419,1
4143,1819,1890,12
4144,508,1742,1
4145,1474,1581,1
4146,111,1191,2
4147,155,1581,5
4148,1588,1588,1
4149,612,1162,1
4150,612,1615,1
4151,612,612,5
4152,612,1742,2
4153,1464,1162,1
4154,1464,1581,1
4155,1201,1742,2
4156,445,356,1
4157,445,618,1
4158,445,918,3
4159,445,252,4
4160,445,1746,3
4161,445,143,1
4162,445,389,3
4163,445,1778,3
4164,445,637,4
4165,445,544,4
4166,445,1551,2
4167,445,1469,3
4168,445,1640,5
4169,445,1546,1
4170,445,1708,1
4171,445,1321,4
4172,445,1468,2
4173,445,156,4
4174,445,1531,1
4175,445,84,4
4176,445,730,3
4177,445,1397,4
4178,445,783,3
4179,445,475,5
4180,445,431,4
4181,445,1850,7
4182,445,1547,4
4183,445,558,4
4184,445,389,3
4185,445,517,4
4186,445,381,3
4187,445,1146,4
4188,445,515,4
4189,445,1742,3
4190,445,197,3
4191,445,660,4
4192,445,1605,4
4193,445,247,4
4194,445,1410,3
4195,588,912,1
4196,736,1742,1
4197,1068,1178,1
4198,1068,818,1
4199,1308,612,1
4200,1308,1308,7
4201,1636,228,1
4202,893,419,1
4203,91,419,3
4204,91,1181,1
4205,558,475,1
4206,558,558,18
4207,964,1641,1
4208,964,1796,3
4209,964,1742,1
4210,964,535,1
4211,1311,507,1
4212,1311,39,1
4213,137,1191,2
4214,702,1,1
4215,229,1546,1
4216,229,229,1
4217,1367,1581,1
4218,1763,1181,3
4219,744,704,1
4220,1310,1742,2
4221,60,977,1
4222,166,419,6
4223,1171,419,13
4224,976,1773,1
4225,449,822,1
4226,623,765,1
4227,1244,1273,2
4228,832,1397,2
4229,832,138,2
4230,832,1529,2
4231,832,1567,2
4232,832,1439,2
4233,746,228,1
4234,794,1827,1
4235,794,918,6
4236,794,323,5
4237,794,1157,1
4238,794,1861,4
4239,794,487,1
4240,794,783,2
4241,794,475,2
4242,794,1799,1
4243,794,1742,5
4244,794,1581,10
4245,1628,1191,1
4246,1722,1273,1
4247,738,1742,3
4248,703,419,9
4249,703,941,1
4250,168,507,1
4251,349,1162,1
4252,349,1265,1
4253,349,1742,3
4254,349,1581,1
4255,117,822,1
4256,1437,1546,1
4257,519,507,1
4258,1721,419,3
4259,1609,228,1
4260,1716,228,1
4261,1737,1742,1
4262,1021,1014,1
