,source,target,weight
1484,304,865,1
1485,304,190,6
1486,304,419,16
1487,304,1850,7
1488,304,1890,1
1489,304,1742,12
1490,304,1773,7
1491,1240,1490,1
1492,1240,419,1
1493,474,1851,1
1494,474,1331,1
1495,1017,1162,1
1496,1108,918,3
1497,1108,252,1
1498,1108,1463,7
1499,1108,1727,2
1500,1108,1162,2
1501,1108,544,2
1502,1108,374,3
1503,1108,862,6
1504,1108,1276,1
1505,1108,683,2
1506,1108,1057,286
1507,1108,1713,1
1508,1108,669,7
1509,1108,1855,3
1510,1108,1861,4
1511,1108,783,5
1512,1108,1838,1
1513,1108,1766,1
1514,1108,1331,1
1515,1108,564,7
1516,1108,830,4
1517,1108,1461,2
1518,1108,32,12
1519,1108,1195,1
1520,1108,1182,2
1521,1108,203,1
1522,636,507,5
1523,636,1581,8
1524,1248,1546,1
1525,1469,1826,1
1526,1469,1064,1
1527,1469,1641,1
1528,1469,918,4
1529,1469,1746,1
1530,1469,1294,1
1531,1469,632,1
1532,1469,1162,2
1533,1469,759,1
1534,1469,1469,2
1535,1469,1393,1
1536,1469,1388,1
1537,1469,498,3
1538,1469,1173,3
1539,1469,29,2
1540,1469,1861,1
1541,1469,423,1
1542,1469,783,2
1543,1469,419,4
1544,1469,1318,1
1545,1469,927,1
1546,1469,1742,14
1547,1469,203,1
1548,539,1162,2
1549,539,1742,5
1550,154,1742,2
1551,146,825,6
1552,146,912,8
1553,146,1546,39
1554,146,1708,1
1555,146,1500,1
1556,146,419,13
1557,146,1191,16
1558,146,799,11
1559,146,1890,1
1560,146,54,5
1561,146,1181,8
1562,708,708,1
1563,1757,1581,3
1564,1095,419,1
1565,928,1057,1
1566,1214,912,1
1567,1214,1546,2
1568,1214,36,1
1569,1214,1576,1
1570,1214,1742,1
1571,1214,1816,2
1572,374,1858,2
1573,374,918,2
1574,374,1463,1
1575,374,1727,9
1576,374,1108,2
1577,374,1057,43
1578,374,1861,1
1579,374,32,4
1580,1478,228,1
1581,1156,1546,1
1582,1428,822,1
1583,344,419,2
1584,1197,1197,1
1585,1197,1546,1
1586,1632,1162,1
1587,1632,1742,1
1588,809,1317,7
1589,809,359,13
1590,809,1072,140
1591,809,1844,1
1592,809,1038,1
1593,809,228,54
1594,809,1569,4
1595,809,1273,138
1596,809,1645,4
1597,809,76,2
1598,809,1886,1
1599,809,1683,1
1600,809,1476,47
1601,809,507,4
1602,809,1576,4
1603,809,416,53
1604,809,1816,15
1605,809,1208,86
1606,809,1773,60
1607,261,1191,1
1608,1823,1546,1
1609,24,1546,1
1610,1811,1581,2
1611,234,1,40
1612,233,1420,1
1613,233,1331,1
1614,233,1742,1
1615,233,1581,1
1616,970,212,2
1617,735,419,1
1618,735,166,1
1619,576,1576,3
1620,1883,228,1
1621,343,1742,1
1622,343,1581,1
1623,771,1742,20
1624,573,1162,2
1625,573,731,1
1626,573,1742,3
1627,573,1581,1
1628,1400,1546,1
1629,363,1572,1
1630,363,1388,1
1631,363,1774,2
1632,363,275,1
1633,363,731,1
1634,363,904,2
1635,363,718,2
1636,363,1755,2
1637,82,1072,22
1638,549,822,2
1639,458,1273,1
1640,1834,419,1
1641,1617,1742,1
1642,1456,1,1
1643,394,98,1
1644,394,528,4
1645,394,429,1
1646,394,419,3
1647,394,799,3
1648,1426,1641,2
1649,1426,1469,1
1650,1426,419,5
1651,1426,1742,2
1652,1426,1181,1
1653,1736,912,2
1654,1736,1576,1
1655,1640,1827,1
1656,1640,1468,1
1657,1640,475,1
1658,1640,1557,1
1659,1640,1742,3
1660,1371,1,2
1661,1371,1742,1
1662,1843,1068,1
1663,1796,1624,1
1664,1796,1641,4
1665,1796,1162,1
1666,1796,752,2
1667,1796,3,1
1668,1796,190,1
1669,1796,1472,1
1670,1796,964,2
1671,1796,381,2
1672,1796,1742,7
1673,982,268,1
1674,724,228,1
1675,747,747,2
1676,397,1581,1
1677,1433,1641,19
1678,1433,1662,3
1679,1433,786,1
1680,1433,587,4
1681,1433,1621,7
1682,1433,674,3
1683,1433,1062,3
1684,1433,975,3
1685,1433,822,3
1686,1433,304,21
1687,1433,1546,10
1688,1433,649,3
1689,1433,865,3
1690,1433,638,3
1691,1433,1744,1
1692,1433,190,10
1693,1433,419,6
1694,1433,1191,14
1695,1433,1423,7
1696,1433,1850,19
1697,1433,799,5
1698,1433,1289,5
1699,1433,442,8
1700,1433,1181,7
1701,1433,660,3
1702,1433,1040,1
1703,1433,1773,1
1704,742,1827,3
1705,742,918,1
1706,742,730,1
1707,742,1742,5
1708,742,1182,1
1709,1677,380,1
1710,885,1708,1
1711,885,475,5
1712,885,67,1
1713,1388,918,8
1714,1388,380,1
1715,1388,313,1
1716,1388,611,1
1717,1388,1162,3
1718,1388,1540,1
1719,1388,544,2
1720,1388,363,1
1721,1388,683,2
1722,1388,1874,1
1723,1388,1057,6
1724,1388,1861,1
1725,1388,1265,1
1726,1388,1838,1
1727,1388,475,5
1728,1388,1331,3
1729,1388,1742,4
1730,1388,32,1
1731,1388,1182,2
1732,1388,1145,1
1733,1388,1653,1
1734,1336,1072,1
1735,503,1191,6
1736,503,1424,1
1737,135,1546,1
1738,205,731,1
1739,205,1742,1
1740,542,419,4
1741,1436,1546,1
1742,767,1162,17
1743,767,476,1
1744,767,1742,26
1745,770,228,1
1746,770,760,1
1747,1618,228,1
1748,863,1742,2
1749,1494,1331,1
1750,1494,1581,1
1751,752,1827,7
1752,752,1624,4
1753,752,97,1
1754,752,1064,1
1755,752,929,1
1756,752,918,8
1757,752,1662,1
1758,752,380,10
1759,752,1162,9
1760,752,1796,2
1761,752,1677,4
1762,752,29,7
1763,752,1468,4
1764,752,1409,1
1765,752,1861,1
1766,752,1766,1
1767,752,774,1
1768,752,990,1
1769,752,408,1
1770,752,1742,10
1771,752,203,1
1772,1088,1742,1
1773,1748,581,6
1774,1748,1072,1
1775,1748,1546,2
1776,1748,419,5
1777,1748,660,2
1778,862,252,2
1779,862,380,1
1780,862,1343,7
1781,862,1162,5
1782,862,1108,19
1783,862,374,1
1784,862,1276,1
1785,862,1057,51
1786,862,669,2
1787,862,1265,2
1788,862,783,1
1789,862,1838,1
1790,862,584,1
1791,862,475,4
1792,862,1331,3
1793,862,564,2
1794,862,1182,3
1795,862,1761,1
1796,862,1653,1
1797,1836,228,1
1798,120,1546,1
1799,1859,760,1
1800,602,1581,1
1801,1711,228,1
1802,719,1273,1
1803,148,1581,1
1804,930,419,1
1805,1173,918,22
1806,1173,162,1
1807,1173,1469,7
1808,1173,1388,2
1809,1173,498,28
1810,1173,1173,7
1811,1173,997,1
1812,1173,1409,5
1813,1173,1861,6
1814,1173,1331,3
1815,1173,1550,3
1816,1173,1742,18
1817,1173,1182,4
1818,198,198,18
1819,198,1742,3
1820,1444,1546,1
1821,853,534,1
1822,657,1742,1
1823,163,419,1
1824,1498,912,5
1825,741,1072,21
1826,51,1546,1
1827,267,918,2
1828,267,1366,1
1829,1584,419,1
1830,404,1387,1
1831,1625,1576,3
1832,1275,1546,1
1833,1276,86,1
1834,1276,1343,3
1835,1276,683,2
1836,1276,1057,114
1837,1276,1861,1
1838,1276,32,1
1839,526,1,1
1840,1546,511,1
1841,1546,356,8
1842,1546,1715,4
1843,1546,748,1
1844,1546,999,1
1845,1546,540,1
1846,1546,1641,6
1847,1546,798,6
1848,1546,676,93
1849,1546,1264,2
1850,1546,592,2
1851,1546,379,5
1852,1546,1587,1
1853,1546,1771,1
1854,1546,289,2
1855,1546,902,1
1856,1546,1033,1
1857,1546,845,1
1858,1546,777,1
1859,1546,727,1
1860,1546,786,2
1861,1546,1215,1
1862,1546,353,2
1863,1546,587,17
1864,1546,1253,1
1865,1546,1746,14
1866,1546,1783,1
1867,1546,1873,11
1868,1546,1451,1
1869,1546,230,4
1870,1546,296,2
1871,1546,710,1
1872,1546,615,2
1873,1546,69,1
1874,1546,674,3
1875,1546,1098,5
1876,1546,801,6
1877,1546,237,1
1878,1546,1459,11
1879,1546,1815,3
1880,1546,1081,1
1881,1546,1010,1
1882,1546,1046,1
1883,1546,601,1
1884,1546,715,1
1885,1546,1072,3
1886,1546,257,9
1887,1546,1692,1
1888,1546,1514,1
1889,1546,948,1
1890,1546,490,1
1891,1546,1232,1
1892,1546,1702,1
1893,1546,1878,3
1894,1546,1880,1
1895,1546,1604,1
1896,1546,591,26
1897,1546,1337,1
1898,1546,106,1
1899,1546,385,1
1900,1546,131,1
1901,1546,544,1
1902,1546,825,4
1903,1546,936,3
1904,1546,1100,12
1905,1546,912,5
1906,1546,822,13
1907,1546,1551,2
1908,1546,304,9
1909,1546,1674,1
1910,1546,325,1
1911,1546,1248,1
1912,1546,1290,5
1913,1546,146,53
1914,1546,160,1
1915,1546,1060,1
1916,1546,24,6
1917,1546,443,1
1918,1546,888,1
1919,1546,499,1
1920,1546,1131,1
1921,1546,300,1
1922,1546,1882,1
1923,1546,1266,1
1924,1546,287,1
1925,1546,1433,20
1926,1546,711,1
1927,1546,1082,1
1928,1546,1083,1
1929,1546,1055,1
1930,1546,119,2
1931,1546,8,2
1932,1546,186,5
1933,1546,1696,10
1934,1546,1595,4
1935,1546,1575,1
1936,1546,920,2
1937,1546,51,1
1938,1546,1135,3
1939,1546,1546,250
1940,1546,1708,46
1941,1546,1741,1
1942,1546,1385,1
1943,1546,83,1
1944,1546,1138,1
1945,1546,1029,1
1946,1546,1345,1
1947,1546,659,3
1948,1546,323,1
1949,1546,813,1
1950,1546,1501,1
1951,1546,1321,1
1952,1546,1622,6
1953,1546,651,1
1954,1546,278,1
1955,1546,1483,5
1956,1546,1212,2
1957,1546,1685,1
1958,1546,1229,1
1959,1546,1034,30
1960,1546,1468,54
1961,1546,1728,1
1962,1546,504,1
1963,1546,1719,1
1964,1546,312,1
1965,1546,1073,4
1966,1546,1681,2
1967,1546,1163,1
1968,1546,649,49
1969,1546,1820,10
1970,1546,865,1
1971,1546,1349,1
1972,1546,55,2
1973,1546,1103,1
1974,1546,693,3
1975,1546,206,12
1976,1546,72,2
1977,1546,36,4
1978,1546,638,21
1979,1546,1744,22
1980,1546,305,3
1981,1546,988,1
1982,1546,1207,1
1983,1546,730,2
1984,1546,626,3
1985,1546,1510,11
1986,1546,1695,7
1987,1546,190,9
1988,1546,468,1
1989,1546,1397,8
1990,1546,1784,2
1991,1546,1168,1
1992,1546,1500,24
1993,1546,450,1
1994,1546,1573,5
1995,1546,452,3
1996,1546,613,1
1997,1546,138,1
1998,1546,1026,1
1999,1546,431,2
2000,1546,419,137
2001,1546,1191,65
2002,1546,199,1
2003,1546,852,9
2004,1546,1230,2
2005,1546,1193,2
2006,1546,569,1
2007,1546,1277,2
2008,1546,1850,7
2009,1546,799,35
2010,1546,350,4
2011,1546,1076,2
2012,1546,1289,2
2013,1546,1331,1
2014,1546,442,5
2015,1546,728,2
2016,1546,6,1
2017,1546,782,1
2018,1546,1683,13
2019,1546,776,1
2020,1546,28,1
2021,1546,1199,1
2022,1546,341,1
2023,1546,774,4
2024,1546,7,2
2025,1546,931,1
2026,1546,250,1
2027,1546,1052,1
2028,1546,445,2
2029,1546,229,2
2030,1546,556,2
2031,1546,1141,1
2032,1546,1437,2
2033,1546,89,1
2034,1546,220,1
2035,1546,910,1
2036,1546,1890,27
2037,1546,1654,2
2038,1546,382,2
2039,1546,1293,4
2040,1546,381,1
2041,1546,739,3
2042,1546,828,1
2043,1546,1801,1
2044,1546,1643,3
2045,1546,1868,1
2046,1546,1676,2
2047,1546,107,3
2048,1546,1772,1
2049,1546,1788,1
2050,1546,1612,2
2051,1546,905,2
2052,1546,1607,2
2053,1546,1549,4
2054,1546,1447,1
2055,1546,1742,6
2056,1546,54,147
2057,1546,1295,1
2058,1546,1238,1
2059,1546,113,3
2060,1546,1224,6
2061,1546,194,1
2062,1546,1181,52
2063,1546,1328,1
2064,1546,1470,1
2065,1546,660,19
2066,1546,1620,4
2067,1546,1765,2
2068,1546,1688,1
2069,1546,922,5
2070,1546,432,3
2071,1546,773,1
2072,1546,628,1
2073,1546,456,2
2074,1546,514,3
2075,1546,1185,1
2076,1546,1394,2
2077,1546,1749,58
2078,1546,1869,1
2079,1546,1183,1
2080,1546,444,1
2081,1546,1773,37
2082,1708,1840,11
2083,1708,188,2
2084,1708,1827,113
2085,1708,1826,27
2086,1708,356,5
2087,1708,1624,43
2088,1708,97,2
2089,1708,61,8
2090,1708,1641,53
2091,1708,358,9
2092,1708,929,7
2093,1708,618,9
2094,1708,918,119
2095,1708,561,1
2096,1708,596,3
2097,1708,98,6
2098,1708,1662,98
2099,1708,1746,69
2100,1708,143,10
2101,1708,389,99
2102,1708,762,54
2103,1708,1278,9
2104,1708,1459,142
2105,1708,380,2
2106,1708,417,4
2107,1708,1601,2
2108,1708,257,20
2109,1708,732,29
2110,1708,1374,11
2111,1708,637,44
2112,1708,308,4
2113,1708,1122,21
2114,1708,1162,122
2115,1708,1540,14
2116,1708,497,3
2117,1708,226,12
2118,1708,544,24
2119,1708,901,21
2120,1708,1864,21
2121,1708,1551,23
2122,1708,146,55
2123,1708,1049,30
2124,1708,1519,1
2125,1708,841,18
2126,1708,1786,4
2127,1708,1640,27
2128,1708,885,3
2129,1708,10,9
2130,1708,1546,159
2131,1708,1708,2
2132,1708,620,11
2133,1708,831,41
2134,1708,937,11
2135,1708,323,2
2136,1708,1725,2
2137,1708,1528,3
2138,1708,1321,28
2139,1708,651,9
2140,1708,393,2
2141,1708,764,1
2142,1708,1034,99
2143,1708,1468,156
2144,1708,997,14
2145,1708,826,3
2146,1708,1875,3
2147,1708,649,1
2148,1708,368,1
2149,1708,156,23
2150,1708,1015,3
2151,1708,969,61
2152,1708,817,9
2153,1708,638,12
2154,1708,1744,6
2155,1708,500,63
2156,1708,797,21
2157,1708,1510,32
2158,1708,1265,25
2159,1708,190,71
2160,1708,1397,108
2161,1708,423,50
2162,1708,1500,20
2163,1708,1814,3
2164,1708,1102,12
2165,1708,87,1
2166,1708,475,60
2167,1708,431,99
2168,1708,419,59
2169,1708,1304,12
2170,1708,1191,24
2171,1708,1700,61
2172,1708,102,8
2173,1708,1714,35
2174,1708,1850,96
2175,1708,903,2
2176,1708,799,26
2177,1708,1547,24
2178,1708,1331,60
2179,1708,671,1
2180,1708,1557,1
2181,1708,445,95
2182,1708,990,25
2183,1708,389,99
2184,1708,11,24
2185,1708,517,38
2186,1708,1703,77
2187,1708,403,20
2188,1708,381,74
2189,1708,899,11
2190,1708,292,3
2191,1708,585,4
2192,1708,112,9
2193,1708,1297,2
2194,1708,1430,1
2195,1708,1146,37
2196,1708,515,37
2197,1708,1742,146
2198,1708,1134,2
2199,1708,110,9
2200,1708,887,21
2201,1708,113,29
2202,1708,1224,101
2203,1708,1181,13
2204,1708,1686,17
2205,1708,165,8
2206,1708,1658,1
2207,1708,660,18
2208,1708,533,64
2209,1708,22,9
2210,1708,1182,16
2211,1708,996,24
2212,1708,247,12
2213,1708,1592,9
2214,1708,1319,19
2215,1708,1410,4
2216,1708,264,1
2217,1708,1869,34
2218,1106,1546,2
2219,1580,1191,1
2220,1580,1816,1
2221,961,419,1
2222,898,822,1
2223,1094,1581,2
2224,496,1742,4
2225,1047,1742,1
2226,202,1581,1
2227,326,228,1
2228,326,419,11
2229,326,507,1
2230,326,1816,1
2231,315,1273,2
2232,315,1546,14
2233,315,507,14
2234,315,1576,33
2235,315,54,6
2236,315,1581,49
2237,1841,1581,1
2238,793,1,1
2239,1119,1191,1
2240,698,249,1
2241,1216,1581,1
2242,412,1072,10
2243,831,1057,11
2244,644,912,1
2245,943,1547,1
2246,943,1331,1
2247,943,1742,1
2248,1521,1546,2
2249,1521,1816,2
2250,1044,228,1
2251,1,511,1
2252,1,418,1
2253,1,1624,1
2254,1,47,1
2255,1,1322,14
2256,1,50,2
2257,1,1600,1
2258,1,1132,7
2259,1,1159,1
2260,1,293,3
2261,1,380,1
2262,1,1885,2
2263,1,492,1
2264,1,257,6
2265,1,889,1
2266,1,1522,6
2267,1,668,2
2268,1,357,1
2269,1,1162,2
2270,1,421,1
2271,1,1687,2
2272,1,273,1
2273,1,1590,2
2274,1,518,1
2275,1,688,1
2276,1,912,12
2277,1,415,2
2278,1,609,2
2279,1,325,18
2280,1,1759,1
2281,1,1417,3
2282,1,1639,2
2283,1,300,2
2284,1,991,1
2285,1,570,5
2286,1,575,1
2287,1,1217,1
2288,1,1475,1
2289,1,1848,1
2290,1,15,1
2291,1,1546,244
2292,1,1364,4
2293,1,323,1
2294,1,1189,1
2295,1,634,1
2296,1,1718,8
2297,1,1593,4
2298,1,1694,1
2299,1,1809,1
2300,1,1706,1
2301,1,1606,14
2302,1,245,1
2303,1,116,1
2304,1,290,2
2305,1,580,1
2306,1,510,1
2307,1,701,1
2308,1,488,2
2309,1,1087,4
2310,1,236,1
2311,1,1638,1
2312,1,44,1
2313,1,1187,1
2314,1,419,47
2315,1,1191,20
2316,1,1525,1
2317,1,1833,40
2318,1,489,1
2319,1,1152,1
2320,1,1141,8
2321,1,1396,1
2322,1,1287,2
2323,1,1487,1
2324,1,599,6
2325,1,225,1
2326,1,872,1
2327,1,1703,1
2328,1,1892,1
2329,1,559,1
2330,1,1383,2
2331,1,712,2
2332,1,1571,1
2333,1,1705,1
2334,1,1742,16
2335,1,1271,1
2336,1,1329,1
2337,1,616,1
2338,1,1845,1
2339,1,1338,13
2340,1,25,1
2341,1,713,1
2342,1,607,1
2343,1,1164,15
2344,1,1421,1
2345,1,695,2
2346,1,945,1
2347,683,605,1
2348,683,1827,1
2349,683,1858,1
2350,683,86,1
2351,683,918,1
2352,683,129,1
2353,683,877,1
2354,683,252,1
2355,683,1808,1
2356,683,1231,1
2357,683,1323,1
2358,683,762,1
2359,683,981,1
2360,683,380,1
2361,683,1463,1
2362,683,1343,1
2363,683,313,1
2364,683,204,1
2365,683,23,1
2366,683,1162,1
2367,683,1489,1
2368,683,43,1
2369,683,544,2
2370,683,1802,1
2371,683,1469,1
2372,683,374,1
2373,683,1388,1
2374,683,862,1
2375,683,1173,1
2376,683,1276,2
2377,683,1723,1
2378,683,683,98
2379,683,1419,1
2380,683,1090,5
2381,683,184,1
2382,683,13,1
2383,683,1057,68
2384,683,1105,1
2385,683,1531,5
2386,683,1409,1
2387,683,1479,1
2388,683,1661,1
2389,683,669,1
2390,683,70,1
2391,683,1861,2
2392,683,802,1
2393,683,423,1
2394,683,1303,1
2395,683,783,1
2396,683,1838,1
2397,683,1000,1
2398,683,475,1
2399,683,1714,1
2400,683,1043,1
2401,683,1331,1
2402,683,564,1
2403,683,774,1
2404,683,558,1
2405,683,512,20
2406,683,830,1
2407,683,886,1
2408,683,1461,1
2409,683,259,1
2410,683,585,20
2411,683,1198,1
2412,683,663,1
2413,683,318,1
2414,683,1357,1
2415,683,1742,1
2416,683,883,1
2417,683,32,1
2418,683,1195,1
2419,683,1610,1
2420,683,1793,1
2421,683,1182,2
2422,683,203,2
2423,683,484,1
2424,683,159,1
2425,683,1145,1
2426,683,101,1
2427,683,1761,1
2428,683,1653,1
2429,806,1546,1
2430,1179,1072,2
2431,1306,912,3
2432,656,419,1
2433,1684,1,1
2434,1684,1742,3
2435,1684,1581,5
2436,785,1273,1
2437,227,1641,10
2438,227,379,10
2439,227,257,10
2440,227,975,10
2441,227,304,10
2442,227,1469,9
2443,227,1546,1
2444,227,227,1
2445,227,419,10
2446,227,1191,2
2447,227,1850,10
2448,227,1773,10
2449,659,1546,2
2450,1637,1637,1
2451,696,1191,1
2452,323,1827,3
2453,323,1624,5
2454,323,1641,12
2455,323,333,1
2456,323,143,1
2457,323,1459,1
2458,323,1374,1
2459,323,457,5
2460,323,1162,44
2461,323,497,2
2462,323,352,1
2463,323,822,4
2464,323,1519,1
2465,323,157,1
2466,323,1708,3
2467,323,843,2
2468,323,14,2
2469,323,764,3
2470,323,1468,3
2471,323,978,1
2472,323,500,7
2473,323,190,25
2474,323,784,3
2475,323,766,1
2476,323,562,1
2477,323,405,2
2478,323,1703,15
2479,323,1742,79
2480,323,1779,3
2481,323,79,2
2482,323,1446,3
2483,323,1425,1
2484,323,1581,19
2485,323,543,1
2486,1495,419,2
2487,891,419,5
2488,590,1062,1
2489,590,1742,1
2490,425,1072,2
2491,1378,1072,1
2492,329,1546,1
2493,705,1546,1
2494,1124,1072,5
2495,1124,507,1
2496,1124,1816,1
2497,1731,419,1
2498,1035,507,4
2499,804,1742,2
2500,1354,1546,1
2501,1296,228,1
2502,1326,909,2
2503,1326,1191,11
2504,949,949,1
2505,594,1581,1
2506,1332,1072,14
2507,1332,507,12
2508,1360,228,1
2509,30,1581,6
2510,1370,1742,1
2511,1370,1581,1
2512,1092,1581,7
2513,840,910,1
2514,1237,419,3
2515,939,939,10
2516,843,1641,1
2517,843,1162,1
2518,843,323,3
2519,843,500,3
2520,843,381,1
2521,843,1742,1
2522,851,1576,1
2523,1678,1162,1
2524,1678,1742,1
2525,847,1742,1
2526,847,1581,1
2527,66,257,4
2528,1321,97,1
2529,1321,380,1
2530,1321,1162,1
2531,1321,1546,1
2532,1321,953,1
2533,1321,1838,1
2534,1321,138,1
2535,1321,431,1
2536,1321,1120,1
2537,1321,1890,1
2538,1321,1742,1
2539,871,1742,1
2540,1205,918,2
2541,1205,637,4
2542,1205,1703,2
2543,150,534,1
2544,81,1546,1
2545,208,1601,1
2546,219,1742,2
2547,271,419,5
2548,271,1181,1
2549,1090,379,1
2550,1090,1662,3
2551,1090,1693,1
2552,1090,1162,2
2553,1090,1330,1
2554,1090,431,3
2555,1090,1742,8
2556,376,1546,1
2557,717,1072,1
2558,892,1072,1
2559,109,1546,1
2560,800,1191,5
2561,1679,1581,32
2562,1541,182,1
2563,462,228,2
2564,834,1581,19
2565,778,1546,1
2566,692,1546,1
2567,692,692,1
2568,367,1546,1
2569,1735,1260,1
2570,196,822,2
2571,196,419,3
2572,1153,1581,1
2573,1764,1796,1
2574,1764,764,1
2575,1764,381,1
2576,1764,1742,1
2577,1339,783,1
2578,1339,1742,1
2579,384,765,1
2580,384,1008,1
2581,384,623,1
2582,286,228,1
2583,1505,1144,2
2584,764,1641,1
2585,764,918,1
2586,764,1662,1
2587,764,1601,2
2588,764,1860,6
2589,764,1162,9
2590,764,497,4
2591,764,544,1
2592,764,1496,1
2593,764,1640,1
2594,764,1708,1
2595,764,323,1
2596,764,500,4
2597,764,190,17
2598,764,475,1
2599,764,1703,3
2600,764,1742,59
2601,764,197,2
2602,764,79,9
2603,764,141,1
2604,764,335,1
2605,764,1182,1
2606,764,410,1
2607,764,1446,11
2608,1566,1072,1
2609,1566,419,7
2610,476,1742,6
2611,330,1546,1
2612,1483,257,2
2613,1483,822,2
2614,1483,304,3
2615,1483,1546,7
2616,1483,649,2
2617,1483,419,2
2618,1483,1086,1
2619,1212,1273,1
2620,1286,854,1
2621,1063,1331,2
2622,1063,1703,2
2623,1034,1641,1
2624,1034,358,3
2625,1034,1662,7
2626,1034,1459,10
2627,1034,1255,6
2628,1034,1546,26
2629,1034,1034,3
2630,1034,1468,7
2631,1034,84,6
2632,1034,206,2
2633,1034,190,7
2634,1034,1397,6
2635,1034,431,7
2636,1034,419,11
2637,1034,1191,4
2638,1034,445,9
2639,1034,1643,7
2640,1034,1742,5
2641,1034,734,6
2642,369,912,1
2643,369,1787,1
2644,1530,1530,2
2645,1468,867,1
2646,1468,1827,10
2647,1468,1624,10
2648,1468,1641,2
2649,1468,358,1
2650,1468,918,19
2651,1468,1662,1
2652,1468,143,1
2653,1468,1459,2
2654,1468,380,1
2655,1468,1162,32
2656,1468,544,2
2657,1468,1640,1
2658,1468,1546,14
2659,1468,1708,12
2660,1468,323,7
2661,1468,1468,2
2662,1468,1861,3
2663,1468,1510,2
2664,1468,190,4
2665,1468,475,1
2666,1468,431,1
2667,1468,419,11
2668,1468,799,10
2669,1468,1331,7
2670,1468,1557,1
2671,1468,445,2
2672,1468,1703,8
2673,1468,381,1
2674,1468,1643,2
2675,1468,1742,48
2676,1468,1181,1
2677,1468,660,1
2678,1468,1182,1
2679,1468,319,1
2680,1468,203,1
2681,1468,1605,1
2682,1468,1319,2
2683,1003,1742,1
2684,258,822,6
2685,258,638,1
2686,258,419,3
2687,258,1191,2
2688,258,660,5
2689,689,1546,1
2690,1586,885,2
2691,1586,1,1
2692,1586,1812,1
2693,1586,1574,1
2694,126,1581,2
2695,900,1072,1
2696,900,228,3
2697,900,1816,1
2698,547,228,1
2699,437,1742,1
2700,413,228,1
2701,1449,1742,3
2702,1560,228,1
2703,1560,1704,1
2704,1053,38,1
2705,1053,1581,1
2706,1506,328,1
2707,1506,1624,3
2708,1506,918,1
2709,1506,1162,11
2710,1506,1,1
2711,1506,1506,731
2712,1506,1331,6
2713,1506,1703,4
2714,1506,277,1
2715,1506,1742,11
2716,1482,1546,1
2717,691,1742,3
2718,971,1742,1
2719,1462,822,1
2720,1219,1546,1
2721,1852,1852,7
2722,1852,1581,2
2723,567,1581,1
2724,1009,1009,1
2725,1467,1546,1
2726,968,1581,1
2727,446,744,1
2728,649,92,1
2729,649,1413,1
2730,649,332,1
2731,649,1641,5
2732,649,587,5
2733,649,257,7
2734,649,912,1
2735,649,822,13
2736,649,304,1
2737,649,146,4
2738,649,1433,3
2739,649,503,1
2740,649,1546,45
2741,649,1708,1
2742,649,46,1
2743,649,1483,3
2744,649,1468,1
2745,649,649,1
2746,649,1820,2
2747,649,638,8
2748,649,1744,1
2749,649,1510,4
2750,649,190,1
2751,649,1500,3
2752,649,419,47
2753,649,1191,29
2754,649,1850,1
2755,649,799,4
2756,649,442,1
2757,649,1890,5
2758,649,1567,2
2759,649,515,1
2760,649,54,22
2761,649,1181,17
2762,649,1260,2
2763,649,660,5
2764,1418,1546,1
2765,1536,1744,1
2766,1188,1,1
2767,865,1064,39
2768,865,918,5
2769,865,1662,1
2770,865,1808,13
2771,865,23,1
2772,865,591,1
2773,865,304,2
2774,865,1469,1
2775,865,1433,5
2776,865,752,1
2777,865,1546,2
2778,865,1874,2
2779,865,1409,13
2780,865,1861,19
2781,865,1304,1
2782,865,1289,1
2783,865,774,30
2784,865,1318,1
2785,865,1742,2
2786,865,203,18
2787,865,1761,1
2788,156,918,2
2789,156,1162,1
2790,156,1551,1
2791,156,1546,1
2792,156,783,2
2793,156,475,1
2794,156,799,1
2795,18,885,1
2796,750,750,2
2797,294,1,1
2798,757,1546,1
2799,1133,1133,1
2800,1144,228,1
2801,1144,822,2
2802,221,1581,1
2803,96,228,1
2804,1473,731,1
2805,1473,1157,1
2806,1473,1581,1
2807,842,1072,3
2808,1148,1546,1
2809,1509,1,55
2810,192,419,1
2811,192,660,3
2812,1747,1581,1
2813,171,1546,1
2814,193,1072,1
2815,193,507,1
2816,193,1576,1
2817,1810,1546,1
2818,451,360,1
2819,451,1386,1
2820,451,489,1
2821,1186,1546,1
2822,1011,1072,4
2823,1105,1463,1
2824,1105,1343,1
2825,1105,1727,4
2826,1105,1162,1
2827,1105,1276,1
2828,1105,1057,35
2829,1105,32,2
2830,1123,1816,1
2831,1543,1581,2
2832,807,1581,1
2833,633,1546,1
2834,829,1072,2
2835,829,822,4
2836,829,419,5
2837,1169,1546,1
2838,680,419,1
2839,680,507,1
2840,99,638,2
2841,1103,332,2
2842,1103,822,4
2843,1103,1546,1
2844,1103,1034,2
2845,1103,419,14
2846,1103,1181,1
2847,1103,1749,2
2848,1404,228,1
2849,654,1816,1
2850,1598,1816,1
2851,1093,1615,1
2852,1093,1581,1
2853,956,1072,2
2854,956,419,3
2855,956,1181,1
2856,956,660,4
2857,1516,1546,1
2858,650,1742,1
2859,1246,1742,2
2860,84,544,1
2861,84,84,5
2862,84,1265,7
2863,84,475,7
2864,84,1742,1
2865,998,1546,1
2866,998,419,2
2867,998,1683,2
2868,1409,1827,17
